Review_ID,Text,Dominant_Topic,Top_Keywords
950,nice tri infin unless spend miss much opportun exampl alway keep mind vr spot piano sinc play vr game think might possibl hit note oh fool cant even touch like isnt found new mask want put helmet trash contain mayb chang back later helmet fell contain andread disapp oh ladder let climb fals port updown mani game reload anim right fals let punch zombi face oh wrong bad glass bottl let break mh seem concret like nearli everi item lock car think could break window open insid caus see lock thingi wrong cant interact like scene grab dumb item without use throw mayb meter two your pro mayb could stabil pistol second hand youll guess answer dev develop pure zombi aa price tag zombi model enough jump play mayb hour two could continu list even idea nice love game like see die light would nice vr btw cant reccomend arizona sunshin unfortun sri languag skill mother tongu,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
951,meh,20,"powerbeat, firstperson, watch, nope, satur, memor, invit, choos, puzzler, wonderful"
952,control arent good weapon doesnt work well your realli drop learn go zombi get closer didnt find enjoy,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
953,give star look forward play play demo problem hand freez end level walk gate altf complet frozen,28,"recogn, weirdli, bond, latest, pump, explan, ui, tie, sink, cosmo"
954,crap know famou,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
955,keep get server error tri download dont like give star review without play especi one heard mani great thing im hope someon way fix tri search web anyth similar luck far,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
956,control atroci even possibl start even chang set,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
957,buy infin list nope,11,"portray, primarili, kread, rariti, around, nice, rid, soundtrack, preset, tedious"
958,realli want play much potenti howev enjoy play control dont work half time sensit go ahead good luck tri kill hord zombi fumbl control shouldnt difficult gave tunnel imposs get past dozen zombi develop pleas balanc fix control,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
959,give star half star possibl first glanc seem okay zombi bad graphic okay flaw accuraci gun control aw mean even hold control two hand perfectli steadi gun see sway badli extrem hard accur aim complet half life alyx abund ammo good shotread got corel control gun repres correct level design play bridg mine start didnt need see get ticket offic mine truck outsid belong mine go find key point much pistol ammo could carri put ammo found build box get key truck unlock truck fine take winch back start car alarm make sens blow half ammo fight hord come hear alarm fight decid go back build get ammo left develop decid fight dont need return becom longer possibl enter build despit open door thank god infin paid money would realli angri,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
960,censor far expens,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
961,play like min got bore german localis pure cring gameplay like hundr bore vr game guess cant play shit anymor play like bonework hlalyxc,17,"moreon, unrealist, turret, smoke, stream, suffer, underr, blah, encourag, ago"
962,crash minut never work right see vr joke one realli interest buggi game mani hardwar restrict platform restrict difficult make run correctli vr readi prime time definit feel like prereleas work progress rahter polish get xbox playstat nintendo dont wast money vr gener,42,"straightforward, numer, slingshot, voiceact, distant, puke, highest, resid, manufactur, challang"
963,crash crash crash againc even chang set,39,"teaser, buri, consol, yay, astray, beer, conquer, morend, began, radic"
964,bug right gate get one shot pistol way reload therefor way progress pass begin horribl definit dont spend money,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
965,state ocula rift support head set support ocula rift bewarn load give star wast load,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
966,pleas updat version current version appear year old,30,"drag, face, hungri, rapidli, unobtrus, plummet, internet, ladi, field, temp"
967,bad good shoot mechan access still satisfi reload system shooter simul side give star rate though viveport version hasnt receiv latest updat steam version reason would recommend buy steam instead game kept date,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
968,author remov censorship replac trailer cheat consum content match trailer complaint support servic alreadi sent,24,"stream, ride, wannab, cute, mhz, cgi, yall, ai, upper, promis"
969,green blood say anyth wast money,14,"return, stone, sooth, boggl, explor, translat, gag, suspens, three, bond"
970,still abl download play new dlc also updat viveport uninstal bought steam,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
971,great fresh escap room puzzl,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
972,dont want ding gameso gave star use link cabl oculu quest load point stuck closet keep load doesnt give option go futher anyon els issu say rift link cabl compaitbl play rift game issu,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
973,pretti straight forward escap room differ yet somewhat weak stori line graphic solid adventur fun yet there lot remain open unansw ie addit floor noth multipl option keycod basement door addit weird object serv purpos like rock rope etc possibl ton easter egg possibl found short cut possiblread more plan expand possibl there lot random idea didnt make full final cut summari fun yet leav one feel littl underwhelm like somehow got end without complet thing properli,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
974,need special short instal path oppos path use everi singl applic avail viveport there noth legitim file system creat requir,24,"stream, ride, wannab, cute, mhz, cgi, yall, ai, upper, promis"
975,frisbe mele combat could realli use abil rotat everyon capabl turn way around pretti basic progress get harder wave,33,"secret, twilight, websit, steadi, requir, ui, redirect, flipper, ven, gb"
976,like forest,49,"upon, sin, invis, underwelm, concern, eras, withread, trueli, rebirth, dosnt"
977,well made good immers underwat give diver feel,42,"straightforward, numer, slingshot, voiceact, distant, puke, highest, resid, manufactur, challang"
978,cool dont rememb wife play kind video long tonight one got sale quit bargain control tricki get use im give star,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
979,mission mission find item deep past ship wreck take pictur repeat mission clean ocean debri challeng mission singl player alot mission work magazin simpl stori make fun feel like diver explor beauti locat use tool move fast water overal mani locat explor well worth,32,"batman, acer, stegosauru, moreour, paid, period, bold, gave, two, terrif"
980,cool look feel good would cool could push rock fish could littl real look good look like add element blue rock good far though free roam,7,"moreion, topnotch, goggl, public, regularli, fantahorn, eread, signifi, home, vfr"
981,ran ok look great potenti charg even small fee program earli stage develop basic bug eg small head movement result view switch abruptli rather scroll disorient cheeki put mildli,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
982,run iam run win bit sp wast moneyr look forward play,30,"drag, face, hungri, rapidli, unobtrus, plummet, internet, ladi, field, temp"
983,like stand still absolut noth well wave base stationari combat lack luster would rather bang head wall lay unconsci realm live better play,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
984,exorcist legion vr suffer bit shallow gameplay biggest challeng manag use inventori right time your look good fright journey still well worth would nice hour total gameplay even account option puzzl altern object achiev rate chapter rel short length help keep virtual realiti experi comread morefort us liter troubl stomach lengthier play session especi hard fault chapter concis natur terror expertli craft never give sens part experi filler,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
985,would love give posit review fan excorcist mytho young age cant give posit review though get splash screen tell excorcist ownedlicens morgan creek black void doesnt matter long wait doesnt matter verifi file reinstal altogeth far person problem year old steam forum post read morether recognit resolut submit bug report wont answer cant give criteria first bought play onn vive even though tri figur way play day much like father merri im shift sand around look evil far mere bad,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
986,amaz im use valv index headset gener im find immers compar vive cosmo elit realli dislik never realiz much experi ride roller coaster visual realli felt like actual roller coaster highli recommend tri chair feet flat floor realism coaster vr made actual wobbl around like actual ride roller cread moreoast overal graphic decent especi sens sit insid wooden miner cart dragon look pretti tacki especi compar throne cgi still terrifi attack one point miner cart engulf dragonfir point rip headset unabl finish experi would still highli recommend,5,"vice, circuit, hypatia, whenev, visit, admiss, rickshaw, neon, thoughtout, moreg"
987,best roller coaster vr ive play far would perfect variat bit longer,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
